,URL,URL-href,TotalRating,TypeLevel1_x,TotalSeat,service_pet_friendly,service_Wi-Fi,service_reservation,service_Parking,service_Good for Groups,service_Delivery,service_Good for Kids,service_alcohol,service_Credit Card,review_wordlist,ReviewScore,TotalReview,PriceRange,Province,2020Reward,RecMenu1,RecMenu2,RecMenu3,rest_service_Cluster,friend,family,couple,rush,save,delivery,hungry,party,business
5699,KFCบิ๊กซี โคราช 2 (สามแยกปักธงชัย),https://www.wongnai.com/restaurants/278483Qh-kfc-%E0%B8%9A%E0%B8%B4%E0%B9%8A%E0%B8%81%E0%B8%8B%E0%B8%B5-%E0%B9%82%E0%B8%84%E0%B8%A3%E0%B8%B2%E0%B8%8A-2-%E0%B8%AA%E0%B8%B2%E0%B8%A1%E0%B9%81%E0%B8%A2%E0%B8%81%E0%B8%9B%E0%B8%B1%E0%B8%81%E0%B8%98%E0%B8%87%E0%B8%8A%E0%B8%B1%E0%B8%A2,15,ฟาสต์ฟู้ด/จานด่วน,41 - 80 ที่นั่ง,0,1,0,1,0,1,0,0,0,[],3.6,13.0,฿฿,นครราชสีมา,0.0,,,,0,38.0,46.0,0.0,0.0,0,0,46.0,0,0.0
5700,ระเบียงเคียงน้ำ,https://www.wongnai.com/restaurants/130748qp-%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B8%9A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B9%80%E0%B8%84%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B8%99%E0%B9%89%E0%B8%B3,67,อาหารไทย,41 - 80 ที่นั่ง,0,0,1,1,1,1,1,1,1,[],3.8,54.0,฿฿฿,นครราชสีมา,0.0,,,,1,59.0,69.0,31.0,0.0,0,0,0.0,0,0.0
5701,Vino Cafe & Wine BarToscana เขาใหญ่,https://www.wongnai.com/restaurants/197977sX-vino-cafe-wine-bar-toscana-%E0%B9%80%E0%B8%82%E0%B8%B2%E0%B9%83%E0%B8%AB%E0%B8%8D%E0%B9%88,32,ร้านกาแฟ/ชา,None,0,1,0,1,0,0,0,1,1,[],3.7,26.0,฿฿,นครราชสีมา,0.0,,,,0,54.0,58.0,54.0,0.0,0,0,0.0,0,0.0
5702,ไก่ย่างนายเมือง,https://www.wongnai.com/restaurants/87883sy-%E0%B9%84%E0%B8%81%E0%B9%88%E0%B8%A2%E0%B9%88%E0%B8%B2%E0%B8%87%E0%B8%99%E0%B8%B2%E0%B8%A2%E0%B9%80%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%87,41,อาหารอีสาน/ร้านส้มตำ,81 - 150  ที่นั่ง,0,1,1,1,1,0,1,1,1,[],3.7,35.0,฿฿,นครราชสีมา,0.0,,,,1,54.0,54.0,0.0,0.0,0,0,0.0,0,11.0
5703,Montana Farm,https://www.wongnai.com/restaurants/124936qr-montana-farm,37,ร้านกาแฟ/ชา,81 - 150  ที่นั่ง,0,1,1,1,1,0,1,1,1,[],3.8,31.0,฿฿,นครราชสีมา,0.0,,,,1,68.0,71.0,58.0,0.0,0,0,0.0,0,0.0
5704,Tonnam Cafe Khaoyai,https://www.wongnai.com/restaurants/393202ax-tonnam-cafe-khaoyai,11,คาเฟ่,None,0,0,0,1,0,0,0,0,0,[],3.5,10.0,฿,นครราชสีมา,0.0,อเมริกาโน่ร้อน,โกโก้เย็น,ข้าวผัดแหนม,0,10.0,20.0,20.0,0.0,0,0,0.0,0,0.0
5705,กุยช่ายคุณยายนครราชสีมา,https://www.wongnai.com/restaurants/249227ZI-%E0%B8%81%E0%B8%B8%E0%B8%A2%E0%B8%8A%E0%B9%88%E0%B8%B2%E0%B8%A2%E0%B8%84%E0%B8%B8%E0%B8%93%E0%B8%A2%E0%B8%B2%E0%B8%A2-%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%AA%E0%B8%B5%E0%B8%A1%E0%B8%B2,4,ติ่มซำ,None,0,0,0,1,0,1,0,0,0,[],3.6,4.0,฿,นครราชสีมา,0.0,,,,0,0.0,25.0,25.0,0.0,0,25,0.0,0,0.0
5706,แจ่วฮ้อนสามลูก,https://www.wongnai.com/restaurants/88383Cf-%E0%B9%81%E0%B8%88%E0%B9%88%E0%B8%A7%E0%B8%AE%E0%B9%89%E0%B8%AD%E0%B8%99%E0%B8%AA%E0%B8%B2%E0%B8%A1%E0%B8%A5%E0%B8%B9%E0%B8%81,4,ชาบู/สุกี้ยากี้/หม้อไฟ,None,0,0,0,1,1,0,1,0,0,[],4.6,3.0,฿฿,นครราชสีมา,0.0,เอ็นไก่ทอด,แจ่วฮ้อน,น้ำตกหมูย่าง,2,33.0,0.0,0.0,0.0,0,0,0.0,0,0.0
5707,INN โคขุนสเต็กบุฟเฟต์ปากช่อง,https://www.wongnai.com/restaurants/188042OU-inn-%E0%B9%82%E0%B8%84%E0%B8%82%E0%B8%B8%E0%B8%99%E0%B8%AA%E0%B9%80%E0%B8%95%E0%B9%87%E0%B8%81%E0%B8%9A%E0%B8%B8%E0%B8%9F%E0%B9%80%E0%B8%9F%E0%B8%95%E0%B9%8C-%E0%B8%9B%E0%B8%B2%E0%B8%81%E0%B8%8A%E0%B9%88%E0%B8%AD%E0%B8%87,1,สเต๊ก,None,0,0,0,1,0,0,0,0,0,[],4.0,1.0,฿฿,นครราชสีมา,0.0,,,,0,100.0,100.0,0.0,0.0,100,0,0.0,0,0.0
5708,Salang Tokpokki,https://www.wongnai.com/restaurants/712548La-salang-tokpokki,15,อาหารญี่ปุ่น,None,0,0,0,0,0,0,0,0,0,[],2.8,11.0,฿฿฿,นครราชสีมา,0.0,,,,0,55.0,45.0,55.0,0.0,0,0,0.0,0,0.0
5709,Shabushiเดอะมอลล์นครราชสีมา ชั้น 3,https://www.wongnai.com/restaurants/29266js-shabushi-%E0%B9%80%E0%B8%94%E0%B8%AD%E0%B8%B0%E0%B8%A1%E0%B8%AD%E0%B8%A5%E0%B8%A5%E0%B9%8C%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%AA%E0%B8%B5%E0%B8%A1%E0%B8%B2-%E0%B8%8A%E0%B8%B1%E0%B9%89%E0%B8%99-3,19,ชาบู/สุกี้ยากี้/หม้อไฟ,None,0,0,0,1,1,0,0,0,1,[],3.7,14.0,฿฿฿,นครราชสีมา,0.0,,,,0,93.0,57.0,43.0,0.0,0,0,0.0,0,0.0
5710,บะหมี่ช้างดำ,https://www.wongnai.com/restaurants/300840El-%E0%B8%9A%E0%B8%B0%E0%B8%AB%E0%B8%A1%E0%B8%B5%E0%B9%88%E0%B8%8A%E0%B9%89%E0%B8%B2%E0%B8%87%E0%B8%94%E0%B8%B3,4,ก๋วยเตี๋ยว,11 - 40 ที่นั่ง,0,0,0,1,1,0,1,0,0,[],4.0,2.0,฿,นครราชสีมา,0.0,บะหมี่เกี๊ยวแห้งหมูกรอบ,บะหมี่เกี๊ยวแห้งหมูแดงหมูกรอบ,,2,50.0,50.0,0.0,0.0,0,50,0.0,0,0.0
5711,Fin Sushiเทอร์มินอล 21 โคราช,https://www.wongnai.com/restaurants/258986aH-fin-sushi-%E0%B9%80%E0%B8%97%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%A1%E0%B8%B4%E0%B8%99%E0%B8%AD%E0%B8%A5-21-%E0%B9%82%E0%B8%84%E0%B8%A3%E0%B8%B2%E0%B8%8A,79,ซูชิ,81 - 150  ที่นั่ง,0,0,1,1,1,0,1,1,1,[],3.9,72.0,฿฿฿฿,นครราชสีมา,0.0,,,,1,57.0,54.0,51.0,0.0,0,0,0.0,0,0.0
5712,Urban - Bamboo  ติ่มซำ ก๋วยเตี๋ยวคั่ว,https://www.wongnai.com/restaurants/238510GS-urban-bamboo-%E0%B8%95%E0%B8%B4%E0%B9%88%E0%B8%A1%E0%B8%8B%E0%B8%B3-%E0%B8%81%E0%B9%8B%E0%B8%A7%E0%B8%A2%E0%B9%80%E0%B8%95%E0%B8%B5%E0%B9%8B%E0%B8%A2%E0%B8%A7%E0%B8%84%E0%B8%B1%E0%B9%88%E0%B8%A7,18,อาหารเช้า,ไม่เกิน 10 ที่นั่ง,0,1,1,1,1,1,1,0,0,[],3.9,15.0,฿฿,นครราชสีมา,0.0,มอคค่าเย็น,,,2,53.0,47.0,40.0,0.0,0,0,0.0,0,0.0
5713,รุ่งโรจน์กม.14,https://www.wongnai.com/restaurants/264992yP-%E0%B8%A3%E0%B8%B8%E0%B9%88%E0%B8%87%E0%B9%82%E0%B8%A3%E0%B8%88%E0%B8%99%E0%B9%8C-%E0%B8%81%E0%B8%A1-14,11,อาหารอีสาน/ร้านส้มตำ,None,0,0,0,1,1,0,1,0,0,[],3.4,8.0,฿฿,นครราชสีมา,0.0,หมี่ผัดโคราช,ไก่ย่าง,ไก่หัน,2,13.0,25.0,0.0,0.0,0,0,13.0,0,0.0
5714,น้ำตกวังเณร,https://www.wongnai.com/restaurants/133258wz-%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%95%E0%B8%81%E0%B8%A7%E0%B8%B1%E0%B8%87%E0%B9%80%E0%B8%93%E0%B8%A3,5,อาหารไทย,None,0,0,0,0,0,0,0,0,0,[],4.4,5.0,฿฿฿,นครราชสีมา,0.0,เนื้อย่างน้ำตก,หม้อไฟ,,0,60.0,60.0,0.0,0.0,0,0,0.0,40,0.0
5715,ครัวแม่เพ่ย,https://www.wongnai.com/restaurants/365123yv-%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B9%81%E0%B8%A1%E0%B9%88%E0%B9%80%E0%B8%9E%E0%B9%88%E0%B8%A2,1,อาหารไทย,11 - 40 ที่นั่ง,0,0,0,1,0,0,0,0,0,[],4.0,1.0,฿฿,นครราชสีมา,0.0,,,,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0
5716,ลุงหนวดอาหารตามสั่งไม่ธรรมดา,https://www.wongnai.com/restaurants/159091xc-%E0%B8%A5%E0%B8%B8%E0%B8%87%E0%B8%AB%E0%B8%99%E0%B8%A7%E0%B8%94%E0%B8%AD%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B8%95%E0%B8%B2%E0%B8%A1%E0%B8%AA%E0%B8%B1%E0%B9%88%E0%B8%87%E0%B9%84%E0%B8%A1%E0%B9%88%E0%B8%98%E0%B8%A3%E0%B8%A3%E0%B8%A1%E0%B8%94%E0%B8%B2,7,อาหารตามสั่ง,None,0,1,0,1,0,0,0,0,0,[],3.7,5.0,฿,นครราชสีมา,0.0,จังโก้,กระดูกอ่อนนมสด,ต้มโคร้งปลา,0,0.0,20.0,0.0,40.0,0,0,40.0,0,0.0
5717,The Fable Feast Meat & More by Hotel Labaris Khao Yai,https://www.wongnai.com/restaurants/378192ql-the-fable-feast-meat-more-by-hotel-labaris-khao-yai,11,สเต๊ก,41 - 80 ที่นั่ง,0,1,1,1,1,0,1,1,1,[],3.3,8.0,฿฿฿,นครราชสีมา,0.0,หมูสามชั้นทอดน้ำปลา,,,1,13.0,25.0,0.0,0.0,0,0,13.0,0,0.0
5718,ขนมจีนแม่พลอย,https://www.wongnai.com/restaurants/21931SO-%E0%B8%82%E0%B8%99%E0%B8%A1%E0%B8%88%E0%B8%B5%E0%B8%99%E0%B9%81%E0%B8%A1%E0%B9%88%E0%B8%9E%E0%B8%A5%E0%B8%AD%E0%B8%A2,38,อาหารอีสาน/ร้านส้มตำ,None,0,0,0,1,1,1,1,0,0,[],3.9,30.0,฿,นครราชสีมา,0.0,ปีกไก่ทอด,ขนมจีนน้ำยากะทิใส่ตีนไก่และเครื่องใน,ขนมจีนน้ำยาปลากะทิ,2,40.0,37.0,0.0,37.0,0,0,0.0,0,0.0
5719,อยู่ เย็น เย็น,https://www.wongnai.com/restaurants/165866Vl-%E0%B8%AD%E0%B8%A2%E0%B8%B9%E0%B9%88-%E0%B9%80%E0%B8%A2%E0%B9%87%E0%B8%99-%E0%B9%80%E0%B8%A2%E0%B9%87%E0%B8%99,8,สเต๊ก,41 - 80 ที่นั่ง,0,1,1,1,1,0,1,0,0,[],4.4,6.0,฿฿,นครราชสีมา,0.0,ยำส้มโอกุ้งฟู,แกงคั่วหอยขม,ปีกไก่ทอดน้ำปลา,2,83.0,100.0,33.0,0.0,0,0,0.0,0,0.0
5720,ตำระรัว,https://www.wongnai.com/restaurants/239059lv-%E0%B8%95%E0%B8%B3%E0%B8%A3%E0%B8%B0%E0%B8%A3%E0%B8%B1%E0%B8%A7,19,อาหารอีสาน/ร้านส้มตำ,11 - 40 ที่นั่ง,0,0,1,1,1,1,1,1,0,[],3.7,15.0,฿฿฿,นครราชสีมา,0.0,ตำปูปลาร้า,ตำระรัว,ต้มแซ่บกระดูกหมู,1,53.0,40.0,33.0,0.0,0,0,0.0,0,0.0
5721,กินนี่ อาหารเช้า,https://www.wongnai.com/restaurants/303760we-%E0%B8%81%E0%B8%B4%E0%B8%99%E0%B8%99%E0%B8%B5%E0%B9%88-%E0%B8%AD%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B9%80%E0%B8%8A%E0%B9%89%E0%B8%B2,13,อาหารเช้า,11 - 40 ที่นั่ง,1,1,0,1,1,1,1,0,1,[],3.7,10.0,฿,นครราชสีมา,0.0,ไข่กระทะ,ข้าวกะเพราป่า (หมูสับ),,2,0.0,40.0,0.0,0.0,40,0,30.0,0,0.0
5722,Shabu Indyหัวทะเล,https://www.wongnai.com/restaurants/272124Bu-shabu-indy-%E0%B8%AB%E0%B8%B1%E0%B8%A7%E0%B8%97%E0%B8%B0%E0%B9%80%E0%B8%A5,9,ชาบู/สุกี้ยากี้/หม้อไฟ,None,0,0,0,1,1,0,1,0,0,[],4.0,5.0,฿฿,นครราชสีมา,0.0,,,,2,20.0,20.0,20.0,0.0,0,0,0.0,0,0.0
5723,รวยรุ่งขาหมู,https://www.wongnai.com/restaurants/206969WI-%E0%B8%A3%E0%B8%A7%E0%B8%A2%E0%B8%A3%E0%B8%B8%E0%B9%88%E0%B8%87%E0%B8%82%E0%B8%B2%E0%B8%AB%E0%B8%A1%E0%B8%B9,24,อาหารจานเดียว,11 - 40 ที่นั่ง,0,1,0,1,0,0,0,0,0,[],4.8,13.0,฿,นครราชสีมา,0.0,,,,0,23.0,0.0,0.0,54.0,46,0,0.0,0,0.0
5724,แคมป์ไฟ คาเฟ่ เขาใหญ่,https://www.wongnai.com/restaurants/459664BG-%E0%B9%81%E0%B8%84%E0%B8%A1%E0%B8%9B%E0%B9%8C%E0%B9%84%E0%B8%9F-%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88-%E0%B9%80%E0%B8%82%E0%B8%B2%E0%B9%83%E0%B8%AB%E0%B8%8D%E0%B9%88,8,คาเฟ่,41 - 80 ที่นั่ง,0,1,1,1,0,0,0,1,0,[],4.3,7.0,฿฿,นครราชสีมา,0.0,,,,0,71.0,57.0,57.0,0.0,0,0,0.0,0,0.0
5725,ราดหน้าสวนหมาก,https://www.wongnai.com/restaurants/232899zj-%E0%B8%A3%E0%B8%B2%E0%B8%94%E0%B8%AB%E0%B8%99%E0%B9%89%E0%B8%B2%E0%B8%AA%E0%B8%A7%E0%B8%99%E0%B8%AB%E0%B8%A1%E0%B8%B2%E0%B8%81,5,อาหารตามสั่ง,None,0,0,0,0,0,0,0,0,0,[],4.3,3.0,฿,นครราชสีมา,0.0,,,,0,0.0,0.0,0.0,67.0,67,0,67.0,0,0.0
5726,ร้านส้มตำทวีสุข,https://www.wongnai.com/restaurants/161163Tf-%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%AA%E0%B9%89%E0%B8%A1%E0%B8%95%E0%B8%B3%E0%B8%97%E0%B8%A7%E0%B8%B5%E0%B8%AA%E0%B8%B8%E0%B8%82,1,อาหารอีสาน/ร้านส้มตำ,None,0,0,0,1,0,1,0,0,0,[],5.0,1.0,฿,นครราชสีมา,0.0,ตำป่า,,,0,100.0,0.0,0.0,100.0,0,0,100.0,0,0.0
5727,แม่ไฝปลาเผา,https://www.wongnai.com/restaurants/11809LP-%E0%B9%81%E0%B8%A1%E0%B9%88%E0%B9%84%E0%B8%9D%E0%B8%9B%E0%B8%A5%E0%B8%B2%E0%B9%80%E0%B8%9C%E0%B8%B2,75,อาหารไทย,มากกว่า 150 ที่นั่ง,0,1,1,1,1,0,1,1,1,[],4.0,53.0,฿฿,นครราชสีมา,0.0,,,,1,47.0,47.0,17.0,0.0,0,0,0.0,0,0.0
5728,มิดไนท์ไก่ตอนโคราช(สวนภูมิรักษ์),https://www.wongnai.com/restaurants/615510pb-%E0%B8%A1%E0%B8%B4%E0%B8%94%E0%B9%84%E0%B8%99%E0%B8%97%E0%B9%8C%E0%B9%84%E0%B8%81%E0%B9%88%E0%B8%95%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%84%E0%B8%A3%E0%B8%B2%E0%B8%8A-%E0%B8%AA%E0%B8%A7%E0%B8%99%E0%B8%A0%E0%B8%B9%E0%B8%A1%E0%B8%B4%E0%B8%A3%E0%B8%B1%E0%B8%81%E0%B8%A9%E0%B9%8C,8,อาหารจานเดียว,None,0,0,0,0,0,1,0,0,0,[],3.7,7.0,฿,นครราชสีมา,0.0,ข้าวมันไก่พร้อมเครื่องใน,ข้าวมันไก่,ข้าวมัน,0,0.0,57.0,0.0,0.0,43,0,43.0,0,0.0
5729,Nina's Khaoyai,https://www.wongnai.com/restaurants/22676vw-nina-s-khaoyai,23,อาหารไทย,None,0,0,0,1,0,0,0,0,0,[],3.9,19.0,฿฿฿,นครราชสีมา,0.0,,,,0,35.0,45.0,40.0,0.0,0,0,0.0,0,0.0
5730,Nomu Bar Hokkaido Izakaya,https://www.wongnai.com/restaurants/367851sM-nomu-bar-hokkaido-izakaya,7,อิซากายะ,None,0,0,0,0,0,0,0,0,0,[],3.9,5.0,฿฿,นครราชสีมา,0.0,,,,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0
5731,ครัวกีต้าร์,https://www.wongnai.com/restaurants/184765cy-%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%81%E0%B8%B5%E0%B8%95%E0%B9%89%E0%B8%B2%E0%B8%A3%E0%B9%8C,23,อาหารจีน,None,0,0,0,1,0,0,0,0,0,[],4.3,14.0,฿฿,นครราชสีมา,0.0,,,,0,57.0,79.0,0.0,0.0,0,0,50.0,0,0.0
5732,SIRI bar and eatery,https://www.wongnai.com/restaurants/371161BN-siri-bar-and-eatery,12,อาหารไทย,11 - 40 ที่นั่ง,0,0,0,1,1,0,0,0,0,[],4.1,9.0,฿฿,นครราชสีมา,0.0,เนื้อย่างจิ้มแจ่ว,หมูกรอบคั่วพริกเกลือ,หอยนางรมทรงเครื่อง,0,44.0,0.0,33.0,0.0,0,0,0.0,33,0.0
5733,ลิมกี่ ข้าวมันไก่สิงคโปร์,https://www.wongnai.com/restaurants/610579YQ-%E0%B8%A5%E0%B8%B4%E0%B8%A1%E0%B8%81%E0%B8%B5%E0%B9%88-%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B8%A1%E0%B8%B1%E0%B8%99%E0%B9%84%E0%B8%81%E0%B9%88%E0%B8%AA%E0%B8%B4%E0%B8%87%E0%B8%84%E0%B9%82%E0%B8%9B%E0%B8%A3%E0%B9%8C,2,อาหารจานเดียว,11 - 40 ที่นั่ง,0,1,0,1,1,1,1,0,0,[],4.0,2.0,฿,นครราชสีมา,0.0,,,,2,0.0,0.0,0.0,0.0,0,50,0.0,0,0.0
5734,"R.E.111 Cafe by Villa Musée, Khaoyaiเขาใหญ่",https://www.wongnai.com/restaurants/761577Lu-r-e-111-cafe-by-villa-mus%C3%A9e-khaoyai-%E0%B9%80%E0%B8%82%E0%B8%B2%E0%B9%83%E0%B8%AB%E0%B8%8D%E0%B9%88,1,คาเฟ่,11 - 40 ที่นั่ง,0,1,1,1,1,0,1,0,0,[],4.0,1.0,฿฿,นครราชสีมา,0.0,,,,2,0.0,0.0,100.0,0.0,0,0,0.0,0,0.0
